timestamp,ticker,action
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
2025-06-25T16:57:10.979081+00:00,GOOGL,HOLD
