datetime,volatility
2023-11-28 13:30:00,0.02164867361963937
2023-11-28 14:00:00,0.02141175653350865
2023-11-28 14:30:00,0.02123863331560989
2023-11-28 15:00:00,0.021508460499211988
2023-11-28 15:30:00,0.019070401037859747
2023-11-29 09:30:00,0.030961894677196494
2023-11-29 10:00:00,0.035197182998611624
2023-11-29 10:30:00,0.03514123461137996
2023-11-29 11:00:00,0.03817008814278167
2023-11-29 11:30:00,0.038297539256173345
2023-11-29 12:00:00,0.0381478842626034
2023-11-29 12:30:00,0.03831351341967277
2023-11-29 13:00:00,0.038465559514853156
2023-11-29 13:30:00,0.03846153930985606
2023-11-29 14:00:00,0.038241911321654616
2023-11-29 14:30:00,0.03810510345145129
2023-11-29 15:00:00,0.037277793169562166
2023-11-29 15:30:00,0.03788750694585811
2023-11-30 09:30:00,0.037849432608340235
2023-11-30 10:00:00,0.03819612746356134
2023-11-30 10:30:00,0.037872500224886745
2023-11-30 11:00:00,0.038092695003679775
2023-11-30 11:30:00,0.03822252892810809
2023-11-30 12:00:00,0.037976429194936316
2023-11-30 12:30:00,0.03870168253026864
2023-11-30 13:00:00,0.03725485976762031
2023-11-30 13:30:00,0.025849126263495635
2023-11-30 14:00:00,0.023276373289131704
2023-11-30 14:30:00,0.0248040326308633
2023-11-30 15:00:00,0.021315861853142933
2023-11-30 15:30:00,0.031276886700993066
2023-12-01 09:30:00,0.031276879983426875
2023-12-01 10:00:00,0.031080175444438356
2023-12-01 10:30:00,0.03113520876258442
2023-12-01 11:00:00,0.03214167858982313
2023-12-01 11:30:00,0.031821414363842476
2023-12-01 12:00:00,0.032340122041123846
2023-12-01 12:30:00,0.03136483880045823
2023-12-01 13:00:00,0.03260654009254533
2023-12-01 13:30:00,0.03230493655477192
2023-12-01 14:00:00,0.03100168557368741
2023-12-01 14:30:00,0.0308865881606921
2023-12-01 15:00:00,0.030405314073545475
2023-12-01 15:30:00,0.02957838280670543
2023-12-04 09:30:00,0.04702231416094271
2023-12-04 10:00:00,0.05217051748344834
2023-12-04 10:30:00,0.05178883683161005
2023-12-04 11:00:00,0.05165723424629199
2023-12-04 11:30:00,0.05192948355667195
2023-12-04 12:00:00,0.051399322666418966
2023-12-04 12:30:00,0.051106623545272054
2023-12-04 13:00:00,0.04557454644558053
2023-12-04 13:30:00,0.045692137546119845
2023-12-04 14:00:00,0.045825661336235425
2023-12-04 14:30:00,0.045573696911784214
2023-12-04 15:00:00,0.04440477124434571
2023-12-04 15:30:00,0.044947294079492175
2023-12-05 09:30:00,0.07485773218028005
2023-12-05 10:00:00,0.07635901080357947
2023-12-05 10:30:00,0.07629057571963127
2023-12-05 11:00:00,0.07780221032313824
2023-12-05 11:30:00,0.07823830273278952
2023-12-05 12:00:00,0.07863059944048907
2023-12-05 12:30:00,0.0786050798987247
2023-12-05 13:00:00,0.07933197873180636
2023-12-05 13:30:00,0.07042195579679807
2023-12-05 14:00:00,0.06509548797818551
2023-12-05 14:30:00,0.06472948185040626
2023-12-05 15:00:00,0.06467791945622259
2023-12-05 15:30:00,0.06462749671142073
2023-12-06 09:30:00,0.06546978418632808
2023-12-06 10:00:00,0.06768673362940897
2023-12-06 10:30:00,0.06744752765927685
2023-12-06 11:00:00,0.06756872626201077
2023-12-06 11:30:00,0.06774012402701217
2023-12-06 12:00:00,0.06814214621464137
2023-12-06 12:30:00,0.06833782687201416
2023-12-06 13:00:00,0.06821326515319132
2023-12-06 13:30:00,0.03524966252275834
2023-12-06 14:00:00,0.03174854783276945
2023-12-06 14:30:00,0.029063167300311967
2023-12-06 15:00:00,0.02772102002330982
2023-12-06 15:30:00,0.027207393807274417
2023-12-07 09:30:00,0.03868403185811545
2023-12-07 10:00:00,0.04127226457380619
2023-12-07 10:30:00,0.0400394281796916
2023-12-07 11:00:00,0.040976746844384467
2023-12-07 11:30:00,0.04194743399367135
2023-12-07 12:00:00,0.04186408034293914
2023-12-07 12:30:00,0.04279622110952143
2023-12-07 13:00:00,0.042615179683443444
2023-12-07 13:30:00,0.042079639739682206
2023-12-07 14:00:00,0.039395926966167234
2023-12-07 14:30:00,0.03999010996800002
2023-12-07 15:00:00,0.03937763785770001
2023-12-07 15:30:00,0.03932763978699484
2023-12-08 09:30:00,0.03997603164889437
2023-12-08 10:00:00,0.04215785310561141
2023-12-08 10:30:00,0.04232340268181371
2023-12-08 11:00:00,0.04259704982081849
2023-12-08 11:30:00,0.04239119886785798
2023-12-08 12:00:00,0.04358621562103946
2023-12-08 12:30:00,0.042166623716448075
2023-12-08 13:00:00,0.041930590215318156
2023-12-08 13:30:00,0.03241681361487236
2023-12-08 14:00:00,0.029208049469636645
2023-12-08 14:30:00,0.029230545665831078
2023-12-08 15:00:00,0.027570144922342645
2023-12-08 15:30:00,0.02595136020037859
2023-12-11 09:30:00,0.057350734408651384
2023-12-11 10:00:00,0.05839645125711463
2023-12-11 10:30:00,0.05839707969412406
2023-12-11 11:00:00,0.05839986776590452
2023-12-11 11:30:00,0.05841893658670647
2023-12-11 12:00:00,0.05845694533572805
2023-12-11 12:30:00,0.058546068652368936
2023-12-11 13:00:00,0.05878867338719483
2023-12-11 13:30:00,0.0588896522301652
2023-12-11 14:00:00,0.056568464004941435
2023-12-11 14:30:00,0.056154286795394
2023-12-11 15:00:00,0.05612269557374228
2023-12-11 15:30:00,0.05640560598758809
2023-12-12 09:30:00,0.05612688735926625
2023-12-12 10:00:00,0.056892944769863625
2023-12-12 10:30:00,0.05750949455878365
2023-12-12 11:00:00,0.05689354025893236
2023-12-12 11:30:00,0.05703822271796471
2023-12-12 12:00:00,0.05694923403538098
2023-12-12 12:30:00,0.05696436686373301
2023-12-12 13:00:00,0.05727119235157205
2023-12-12 13:30:00,0.02657383368025876
2023-12-12 14:00:00,0.021403957509255753
2023-12-12 14:30:00,0.020936934910698726
2023-12-12 15:00:00,0.020360642470089244
2023-12-12 15:30:00,0.020554838263867087
2023-12-13 09:30:00,0.028466462272147518
2023-12-13 10:00:00,0.029404732800438368
2023-12-13 10:30:00,0.030244549601511243
2023-12-13 11:00:00,0.0315915958724896
2023-12-13 11:30:00,0.03161839374452595
2023-12-13 12:00:00,0.03215375207692482
2023-12-13 12:30:00,0.03216600234162174
2023-12-13 13:00:00,0.0325012600849239
2023-12-13 13:30:00,0.027916528694438
2023-12-13 14:00:00,0.02981502490205581
2023-12-13 14:30:00,0.03047619029746169
2023-12-13 15:00:00,0.036557289790430894
2023-12-13 15:30:00,0.038654096355658425
