datetime;open;high;low;close;volume
2025-06-11 13:00:00;177.87;178.15;177.76;177.82;78619
2025-06-11 12:30:00;177.9;178.29;177.72;177.88;83920
2025-06-11 12:00:00;178.35;178.53;177.525;177.91;128264
2025-06-11 11:30:00;178.84;178.96;178.29;178.335;76576
2025-06-11 11:00:00;178.65;179.05;178.45;178.81;83301
2025-06-11 10:30:00;179.1;179.17;178.47;178.635;104511
2025-06-11 10:00:00;178.85;179.39;178.76;179.11;140692
2025-06-11 09:30:00;179.93;180.35;178.16;178.95;205735
2025-06-10 15:30:00;177.85001;178.75999;177.75;178.63000;4452341
2025-06-10 15:00:00;178.97000;179.23981;174.91000;177.82001;8398742
2025-06-10 14:30:00;178.67149;179.24001;178.56000;178.99001;1125823
2025-06-10 14:00:00;178.50999;178.77000;178.125;178.69330;1267695
2025-06-10 13:30:00;179.41000;179.41000;178.49001;178.53000;1305371
2025-06-10 13:00:00;179.80000;179.97000;179.39999;179.41000;1255199
2025-06-10 12:30:00;180.14999;180.23000;179.62000;179.80811;997385
2025-06-10 12:00:00;179.64999;180.31000;179.45000;180.15990;1821585
2025-06-10 11:30:00;179.46001;179.77000;178.62000;179.66000;3221496
2025-06-10 11:00:00;179.78000;180.17;179.34000;179.47400;3624991
2025-06-10 10:30:00;179.64999;181.10500;179.63000;179.89000;4717477
2025-06-10 10:00:00;178.58000;180.39500;178.36000;179.63000;6369659
2025-06-10 09:30:00;176.36000;179.66000;175.85001;178.58000;12483387
2025-06-09 15:30:00;176.039993;176.30000;175.72501;176.039993;3293621
2025-06-09 15:00:00;176.35500;176.39000;175.93010;176.050003;1111719
2025-06-09 14:30:00;175.94000;176.47000;175.91000;176.35001;1257368
2025-06-09 14:00:00;176;176.14999;175.59000;175.95500;1207833
2025-06-09 13:30:00;176.029999;176.25999;175.74500;176.0099945;1237059
2025-06-09 13:00:00;175.89999;176.27870;175.77000;176.029999;947550
2025-06-09 12:30:00;175.50999;175.96671;175.48000;175.89999;997135
2025-06-09 12:00:00;175.78999;176.089996;175.45500;175.50999;966912
2025-06-09 11:30:00;175.42000;176;175.31000;175.78000;1430803
2025-06-09 11:00:00;175.039993;175.48531;174.89000;175.42999;1385244
2025-06-09 10:30:00;175.59000;176.059998;175.024994;175.039993;1844609
2025-06-09 10:00:00;175.5;176.47000;175.37000;175.59000;2793856
2025-06-09 09:30:00;174.55000;175.86011;174.37000;175.45000;5660656
2025-06-06 15:30:00;173.5;174.25;173.45500;173.64999;5996052
2025-06-06 15:00:00;173.95000;174.12000;173.32500;173.50121;2438904
2025-06-06 14:30:00;174.0099945;174.25500;173.64500;173.95500;1595189
2025-06-06 14:00:00;173.46001;174.5;173.35001;174.014999;2674806
2025-06-06 13:30:00;172.90500;173.55000;172.85001;173.46001;1079908
2025-06-06 13:00:00;172.67999;173.11880;172.44000;172.89999;937004
2025-06-06 12:30:00;172.66750;172.74001;172.14999;172.69000;1260214
2025-06-06 12:00:00;172.96500;173.11000;172.53999;172.67999;1095373
2025-06-06 11:30:00;172.41;173.25999;172.32;172.96500;1546190
2025-06-06 11:00:00;172.52000;172.97501;171.76;172.41;1998755
2025-06-06 10:30:00;172.70000;173.11690;172.46001;172.50999;1769344
2025-06-06 10:00:00;172.42000;173.83580;172.20000;172.70000;3573957
2025-06-06 09:30:00;170.96001;172.525;170.95000;172.40500;5921349
2025-06-05 15:30:00;168.21500;168.98000;168.020905;168.22000;4419229
2025-06-05 15:00:00;169.78000;169.79840;167.60001;168.21001;2796885
2025-06-05 14:30:00;169.92999;170.059998;169.66000;169.78999;1380999
2025-06-05 14:00:00;169.89000;169.99910;169.31010;169.93640;1880643
2025-06-05 13:30:00;169.96001;170.30499;169.84000;169.89999;1590797
2025-06-05 13:00:00;168.95000;170.089996;168.78000;169.96001;1149949
2025-06-05 12:30:00;169.95000;170.13000;168.77000;168.95000;1431303
2025-06-05 12:00:00;169.67000;170.054993;169.47000;169.94501;1214877
2025-06-05 11:30:00;169.92500;170;169.31000;169.67500;1780418
2025-06-05 11:00:00;169.78000;170.28000;169.56000;169.92500;1365694
2025-06-05 10:30:00;169.57001;170.58000;168.70000;169.77000;2294279
2025-06-05 10:00:00;169.67999;169.98500;168.42999;169.59000;2652995
2025-06-05 09:30:00;170.36000;170.92999;169.17999;169.67999;5442380
2025-06-04 15:30:00;167.67000;168.21500;167.61000;168.059998;3831920
2025-06-04 15:00:00;167.72501;167.92000;167.59500;167.67000;1080177
2025-06-04 14:30:00;167.56500;167.82500;167.48500;167.72000;1023712
2025-06-04 14:00:00;167.70000;167.80000;167.31500;167.56000;1075763
2025-06-04 13:30:00;167.13570;167.80000;167.039993;167.72009;1749530
2025-06-04 13:00:00;166.81000;167.33000;166.76691;167.125;1143534
2025-06-04 12:30:00;166.78999;166.92000;166.58000;166.80499;914902
2025-06-04 12:00:00;166.66000;167.050003;166.36000;166.80000;1415524
2025-06-04 11:30:00;166.66499;167.059998;166.52000;166.67000;1429561
2025-06-04 11:00:00;167.24500;167.41110;166.63000;166.66000;1420693
